rule,tau1,tau2,pgd_recall,pgd_fp,walkrun_fp,precision,specificity,f1,clean_fall_recall,clean_fp,pgd20_recall
E_margin+entropy,4.0,1.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,1.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,1.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,1.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,1.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,1.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,1.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,1.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.0,2.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,0.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,1.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,4.5,2.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,0.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,1.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.0,2.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,0.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,1.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,5.5,2.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,0.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.1,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.2,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.3,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.4,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.5,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.6,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.7,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.8,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,1.9,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
E_margin+entropy,6.0,2.0,0.000,0,0,0.000,1.000,0.000,0.000,0,0.000
